,id_lot,nb_piece,prix_tva_normale,prix_HT,prix_m2_HT
343,42_1__1_SOLSTICES_Bouygues,2.0,172000.0,143333.33,3388.49
344,42_1__2_SOLSTICES_Bouygues,2.0,172000.0,143333.33,3388.49
345,42_3_SOLSTICES_Bouygues,2.0,172000.0,143333.33,3388.49
346,42_3__1_SOLSTICES_Bouygues,2.0,172000.0,143333.33,3388.49
347,44_3_SOLSTICES_Bouygues,2.0,,,
348,41_2_SOLSTICES_Bouygues,2.0,175000.0,145833.33,3518.3
349,40_3_SOLSTICES_Bouygues,2.0,176000.0,146666.67,3634.86
350,41_3_SOLSTICES_Bouygues,2.0,182000.0,151666.67,3659.03
351,45_SOLSTICES_Bouygues,2.0,183000.0,152500.0,3377.63
352,59_1_SOLSTICES_Bouygues,3.0,191000.0,159166.67,2688.63
353,40_4_SOLSTICES_Bouygues,2.0,192000.0,160000.0,3985.06
354,59_2_SOLSTICES_Bouygues,3.0,196000.0,163333.33,2759.01
355,46_4_SOLSTICES_Bouygues,2.0,200000.0,166666.67,3611.41
356,59_1__1_SOLSTICES_Bouygues,3.0,202000.0,168333.33,2826.76
357,52_3_SOLSTICES_Bouygues,2.0,207000.0,172500.0,3257.79
358,59_2__1_SOLSTICES_Bouygues,3.0,207000.0,172500.0,2896.73
359,62_2_SOLSTICES_Bouygues,3.0,208000.0,173333.33,2768.9
360,61_2_SOLSTICES_Bouygues,3.0,211000.0,175833.33,2861.4
361,62_1_SOLSTICES_Bouygues,3.0,213000.0,177500.0,2835.46
362,57_2_SOLSTICES_Bouygues,3.0,214000.0,178333.33,3085.35
363,57_3_SOLSTICES_Bouygues,3.0,214000.0,178333.33,3085.35
364,75_1_SOLSTICES_Bouygues,4.0,214000.0,178333.33,2369.88
365,56_3_SOLSTICES_Bouygues,3.0,215000.0,179166.67,3199.4
366,55_4_SOLSTICES_Bouygues,3.0,215000.0,179166.67,3219.53
367,61_1_SOLSTICES_Bouygues,3.0,217000.0,180833.33,2942.77
368,62_2__1_SOLSTICES_Bouygues,3.0,219000.0,182500.0,2906.05
369,66_2_SOLSTICES_Bouygues,3.0,221000.0,184166.67,2756.99
370,60_3_SOLSTICES_Bouygues,3.0,226000.0,188333.33,3100.14
371,57_4_SOLSTICES_Bouygues,3.0,229000.0,190833.33,3347.95
372,77_SOLSTICES_Bouygues,4.0,238000.0,198333.33,2574.09
373,77_2_SOLSTICES_Bouygues,4.0,240000.0,200000.0,2569.04
374,78_1_SOLSTICES_Bouygues,4.0,242000.0,201666.67,2570.64
375,78_2_SOLSTICES_Bouygues,4.0,242000.0,201666.67,2570.64
376,81_4_SOLSTICES_Bouygues,4.0,250000.0,208333.33,2562.53
377,81_1_SOLSTICES_Bouygues,4.0,252000.0,210000.0,2564.1
378,81_2_SOLSTICES_Bouygues,4.0,252000.0,210000.0,2564.1
379,81_3_SOLSTICES_Bouygues,4.0,252000.0,210000.0,2564.1
380,84_SOLSTICES_Bouygues,4.0,259000.0,215833.33,2557.27
381,84_2_SOLSTICES_Bouygues,4.0,261000.0,217500.0,2560.33
382,96_1_SOLSTICES_Bouygues,5.0,275000.0,229166.67,2372.33
383,96_1__1_SOLSTICES_Bouygues,5.0,294000.0,245000.0,2537.55
384,40_2_CascadeSaint-Martin_Bouygues,2.0,239000.0,199166.67,4903.17
385,40_3_CascadeSaint-Martin_Bouygues,2.0,244000.0,203333.33,5004.51
386,42_3_CascadeSaint-Martin_Bouygues,2.0,249000.0,207500.0,4867.46
387,40_4_CascadeSaint-Martin_Bouygues,2.0,249000.0,207500.0,5108.32
388,40_5_CascadeSaint-Martin_Bouygues,2.0,268000.0,223333.33,5498.11
389,42_4_CascadeSaint-Martin_Bouygues,2.0,269000.0,224166.67,5258.43
390,42_5_CascadeSaint-Martin_Bouygues,2.0,275000.0,229166.67,5375.71
391,60_3_CascadeSaint-Martin_Bouygues,3.0,359000.0,299166.67,4941.64
392,60_4_CascadeSaint-Martin_Bouygues,3.0,369000.0,307500.0,5065.9
393,60_5_CascadeSaint-Martin_Bouygues,3.0,373000.0,310833.33,5153.93
394,80_4_CascadeSaint-Martin_Bouygues,4.0,505000.0,420833.33,5235.55
395,78_2_CascadeSaint-Martin_Bouygues,4.0,525000.0,437500.0,5597.49
396,101_3_CascadeSaint-Martin_Bouygues,5.0,599000.0,499166.67,4933.45
397,30_1_PALOMA_Bouygues,1.0,179000.0,149166.67,4839.93
398,31_2_PALOMA_Bouygues,1.0,185000.0,154166.67,4966.71
399,31_3_PALOMA_Bouygues,1.0,189000.0,157500.0,5074.1
400,43_2_PALOMA_Bouygues,2.0,226000.0,188333.33,4303.78
401,43_3_PALOMA_Bouygues,2.0,226000.0,188333.33,4303.78
402,46_1_PALOMA_Bouygues,2.0,230000.0,191666.67,4135.2
403,46_2_PALOMA_Bouygues,2.0,230000.0,191666.67,4135.2
404,43_4_PALOMA_Bouygues,2.0,236000.0,196666.67,4494.21
405,43_6_PALOMA_Bouygues,2.0,246000.0,205000.0,4759.69
406,44_1_PALOMA_Bouygues,2.0,246000.0,205000.0,4641.16
407,44_2_PALOMA_Bouygues,2.0,246000.0,205000.0,4624.41
408,58_1_PALOMA_Bouygues,3.0,299000.0,249166.67,4279.01
409,60_2_PALOMA_Bouygues,3.0,299000.0,249166.67,4142.42
410,58_2_PALOMA_Bouygues,3.0,309000.0,257500.0,4422.12
411,58_3_PALOMA_Bouygues,3.0,319000.0,265833.33,4565.23
412,64_2_PALOMA_Bouygues,3.0,329000.0,274166.67,4283.18
413,64_3_PALOMA_Bouygues,3.0,335000.0,279166.67,4361.3
414,63_4_PALOMA_Bouygues,3.0,339000.0,282500.0,4416.13
415,69_1_PALOMA_Bouygues,3.0,359000.0,299166.67,4291.59
416,69_2_PALOMA_Bouygues,3.0,365000.0,304166.67,4363.31
417,75_1_PALOMA_Bouygues,3.0,379000.0,315833.33,4179.35
418,74_2_PALOMA_Bouygues,3.0,389000.0,324166.67,4375.9
419,71_4_PALOMA_Bouygues,3.0,396000.0,330000.0,4628.33
420,78_1_PALOMA_Bouygues,4.0,399000.0,332500.0,4240.53
421,71_5_PALOMA_Bouygues,3.0,399000.0,332500.0,4659.47
422,78_2_PALOMA_Bouygues,4.0,409000.0,340833.33,4346.26
423,78_3_PALOMA_Bouygues,4.0,419000.0,349166.67,4451.95
424,97_4_PALOMA_Bouygues,4.0,499000.0,415833.33,4264.52
425,87_7_PALOMA_Bouygues,4.0,529000.0,440833.33,5037.52
426,90_4_PALOMA_Bouygues,4.0,539000.0,449166.67,4990.74
427,93_6_PALOMA_Bouygues,4.0,549000.0,457500.0,4917.24
428,132_4_PALOMA_Bouygues,5.0,659000.0,549166.67,4140.28
429,132_3_PALOMA_Bouygues,5.0,689000.0,574166.67,4332.35
430,100_3_PALOMA_Bouygues,5.0,699000.0,582500.0,5773.61
431,113_5_PALOMA_Bouygues,5.0,749000.0,624166.67,5506.06
432,67_1_LEGABRIEL_Bouygues,3.0,509000.0,424166.67,6312.0
433,65_1_LEGABRIEL_Bouygues,3.0,544500.0,453750.0,6885.43
434,74_1_LEGABRIEL_Bouygues,3.0,567000.0,472500.0,6333.78
435,106_3_LEGABRIEL_Bouygues,4.0,925500.0,771250.0,7233.63
436,109_4_LEGABRIEL_Bouygues,4.0,925500.0,771250.0,7042.09
437,106_4_LEGABRIEL_Bouygues,4.0,941000.0,784166.67,7354.78
438,109_5_LEGABRIEL_Bouygues,4.0,942000.0,785000.0,7167.64
439,95_2_LEGABRIEL_Bouygues,4.0,992000.0,826666.67,8649.86
440,30_2_LECLOSDELAVICOMTE_Bouygues,1.0,208000.0,173333.33,5627.71
441,39_LECLOSDELAVICOMTE_Bouygues,2.0,236000.0,196666.67,4941.37
442,40_LECLOSDELAVICOMTE_Bouygues,2.0,236000.0,196666.67,4880.07
443,40_1_LECLOSDELAVICOMTE_Bouygues,2.0,237000.0,197500.0,4876.54
444,59_1_LECLOSDELAVICOMTE_Bouygues,3.0,340000.0,283333.33,4769.92
445,68_LECLOSDELAVICOMTE_Bouygues,3.0,348000.0,290000.0,4258.44
446,61_LECLOSDELAVICOMTE_Bouygues,3.0,351000.0,292500.0,4771.62
447,67_2_LECLOSDELAVICOMTE_Bouygues,3.0,363000.0,302500.0,4481.48
448,68_2_LECLOSDELAVICOMTE_Bouygues,3.0,382000.0,318333.33,4647.2
449,76_2_LECLOSDELAVICOMTE_Bouygues,3.0,413000.0,344166.67,4516.62
450,86_LECLOSDELAVICOMTE_Bouygues,4.0,485000.0,404166.67,4677.85
451,87_2_LECLOSDELAVICOMTE_Bouygues,4.0,485000.0,404166.67,4603.27
452,93_LECLOSDELAVICOMTE_Bouygues,4.0,499000.0,415833.33,4452.18
453,88_LECLOSDELAVICOMTE_Bouygues,4.0,523000.0,435833.33,4919.11
454,94_LECLOSDELAVICOMTE_Bouygues,4.0,541000.0,450833.33,4765.68
455,104_LECLOSDELAVICOMTE_Bouygues,5.0,,,
456,104__1_LECLOSDELAVICOMTE_Bouygues,5.0,559000.0,465833.33,4440.74
457,104__2_LECLOSDELAVICOMTE_Bouygues,5.0,595000.0,495833.33,4726.72
458,108_LECLOSDELAVICOMTE_Bouygues,5.0,597000.0,497500.0,4597.97
459,108__1_LECLOSDELAVICOMTE_Bouygues,5.0,599000.0,499166.67,4617.64
460,21_2_MyCampusVoltaire_Bouygues,1.0,129000.0,107500.0,5058.82
461,21_3_MyCampusVoltaire_Bouygues,1.0,136000.0,113333.33,5259.09
462,21_4_MyCampusVoltaire_Bouygues,1.0,139000.0,115833.33,5397.64
463,22_3_MyCampusVoltaire_Bouygues,1.0,143000.0,119166.67,5317.57
464,23_3_MyCampusVoltaire_Bouygues,1.0,147000.0,122500.0,5300.74
465,22_2_MyCampusVoltaire_Bouygues,1.0,148000.0,123333.33,5518.27
466,24_2_MyCampusVoltaire_Bouygues,1.0,149000.0,124166.67,5116.06
467,24_2__1_MyCampusVoltaire_Bouygues,1.0,149000.0,124166.67,5065.96
468,23_2_MyCampusVoltaire_Bouygues,1.0,150000.0,125000.0,5374.03
469,23_4_MyCampusVoltaire_Bouygues,1.0,156000.0,130000.0,5625.27
470,23_2__1_MyCampusVoltaire_Bouygues,1.0,159000.0,132500.0,5669.66
471,25_2_MyCampusVoltaire_Bouygues,1.0,163000.0,135833.33,5416.0
472,24_2__2_MyCampusVoltaire_Bouygues,2.0,163000.0,135833.33,5557.83
473,24_3_MyCampusVoltaire_Bouygues,1.0,163000.0,135833.33,5548.75
474,24_4_MyCampusVoltaire_Bouygues,1.0,165000.0,137500.0,5598.53
475,25_3_MyCampusVoltaire_Bouygues,1.0,166000.0,138333.33,5515.68
476,24_3__1_MyCampusVoltaire_Bouygues,2.0,169000.0,140833.33,5706.37
477,25_4_MyCampusVoltaire_Bouygues,1.0,171000.0,142500.0,5700.0
478,24_4__1_MyCampusVoltaire_Bouygues,2.0,174000.0,145000.0,5889.52
479,25_2__1_MyCampusVoltaire_Bouygues,1.0,177000.0,147500.0,5864.81
480,34_2_MyCampusVoltaire_Bouygues,1.0,195000.0,162500.0,4645.51
481,34_2__1_MyCampusVoltaire_Bouygues,2.0,196000.0,163333.33,4794.05
482,35_3_MyCampusVoltaire_Bouygues,1.0,208000.0,173333.33,4914.47
483,35_4_MyCampusVoltaire_Bouygues,1.0,213000.0,177500.0,5025.48
484,43_MyCampusVoltaire_Bouygues,2.0,228000.0,190000.0,4331.97
485,33_5_MyCampusVoltaire_Bouygues,1.0,236000.0,196666.67,5786.02
486,44_5_MyCampusVoltaire_Bouygues,2.0,245000.0,204166.67,4560.35
487,44_2_MyCampusVoltaire_Bouygues,2.0,247000.0,205833.33,4675.9
488,39_3_MyCampusVoltaire_Bouygues,2.0,247000.0,205833.33,5252.19
489,44_3_MyCampusVoltaire_Bouygues,2.0,256000.0,213333.33,4816.74
490,44_2__1_MyCampusVoltaire_Bouygues,2.0,258000.0,215000.0,4860.95
491,44_4_MyCampusVoltaire_Bouygues,2.0,263000.0,219166.67,4928.42
492,61_5_MyCampusVoltaire_Bouygues,3.0,330000.0,275000.0,4504.5
493,63_4_MyCampusVoltaire_Bouygues,3.0,337000.0,280833.33,4413.54
494,84_3_MyCampusVoltaire_Bouygues,4.0,401000.0,334166.67,3941.57
495,63_2_Millsime_Bouygues,3.0,371000.0,309166.67,4905.85
496,63_3_Millsime_Bouygues,3.0,388000.0,323333.33,5130.65
497,88_1_Millsime_Bouygues,4.0,472000.0,393333.33,4429.43
498,92_1_Millsime_Bouygues,4.0,483000.0,402500.0,4348.06
499,88_2_Millsime_Bouygues,4.0,496000.0,413333.33,4654.65
500,92_2_Millsime_Bouygues,4.0,508000.0,423333.33,4573.12
501,114_1_Millsime_Bouygues,5.0,585000.0,487500.0,4249.85
502,115_4_Millsime_Bouygues,5.0,586000.0,488333.33,4213.4
503,114_2_Millsime_Bouygues,5.0,613000.0,510833.33,4453.26
504,31_1_MYCAMPUSVILLEJEAN-UNIVERSITE_Bouygues,1.0,199000.0,165833.33,5200.17
505,31_2_MYCAMPUSVILLEJEAN-UNIVERSITE_Bouygues,1.0,199000.0,165833.33,5200.17
506,28_6_MYCAMPUSVILLEJEAN-UNIVERSITE_Bouygues,1.0,203000.0,169166.67,5861.63
507,40_5_MYCAMPUSVILLEJEAN-UNIVERSITE_Bouygues,2.0,232000.0,193333.33,4826.09
508,22_4_MyCampusRennesI_Bouygues,1.0,142000.0,118333.33,5313.58
509,22_4__1_MyCampusRennesI_Bouygues,1.0,154000.0,128333.33,5688.53
510,24_4_MyCampusRennesI_Bouygues,1.0,154000.0,128333.33,5156.02
511,23_5_MyCampusRennesI_Bouygues,1.0,155000.0,129166.67,5477.81
512,24_3_MyCampusRennesI_Bouygues,1.0,158000.0,131666.67,5283.57
513,25_2_MyCampusRennesI_Bouygues,1.0,159000.0,132500.0,5100.08
514,31_5_MyCampusRennesI_Bouygues,1.0,205000.0,170833.33,5351.92
515,35_1_MyCampusRennesI_Bouygues,2.0,209000.0,174166.67,4900.58
516,29_6_MyCampusRennesI_Bouygues,2.0,209000.0,174166.67,5920.01
517,35_MyCampusRennesI_Bouygues,2.0,222000.0,185000.0,5285.71
518,36_6_MyCampusRennesI_Bouygues,2.0,254000.0,211666.67,5839.08
519,44_1_L'ESPLANADE_Bouygues,2.0,197000.0,164166.67,3707.47
520,38_6_L'ESPLANADE_Bouygues,2.0,197000.0,164166.67,4266.29
521,61_1_L'ESPLANADE_Bouygues,3.0,268000.0,223333.33,3619.66
522,62_4_L'ESPLANADE_Bouygues,3.0,273200.0,227666.67,3627.58
523,64_2_L'ESPLANADE_Bouygues,3.0,274700.0,228916.67,3538.12
524,63_8_L'ESPLANADE_Bouygues,3.0,279000.0,232500.0,3663.73
525,65_6_L'ESPLANADE_Bouygues,3.0,282000.0,235000.0,3566.01
526,91_5_L'ESPLANADE_Bouygues,4.0,366000.0,305000.0,3318.82
527,91_8_L'ESPLANADE_Bouygues,4.0,375900.0,313250.0,3408.23
528,91_7_L'ESPLANADE_Bouygues,4.0,377000.0,314166.67,3418.2
529,35_4_L'AMIRAL_Bouygues,1.0,224900.0,187416.67,5264.51
530,33_4_L'AMIRAL_Bouygues,1.0,224900.0,187416.67,5528.52
531,43_2_L'AMIRAL_Bouygues,2.0,244900.0,204083.33,4724.15
532,40_3_L'AMIRAL_Bouygues,2.0,250900.0,209083.33,5112.06
533,49_L'AMIRAL_Bouygues,2.0,290900.0,242416.67,4947.28
534,54_1_L'AMIRAL_Bouygues,2.0,294900.0,245750.0,4492.69
535,54_2_L'AMIRAL_Bouygues,2.0,304900.0,254083.33,4645.03
536,82_1_L'AMIRAL_Bouygues,4.0,469900.0,391583.33,4746.46
537,82_2_L'AMIRAL_Bouygues,4.0,495900.0,413250.0,4996.98
538,93_L'AMIRAL_Bouygues,4.0,549900.0,458250.0,4906.32
539,100_2_L'AMIRAL_Bouygues,4.0,549900.0,458250.0,4541.63
540,91_2_L'AMIRAL_Bouygues,4.0,569000.0,474166.67,5193.5
541,91_3_L'AMIRAL_Bouygues,4.0,598900.0,499083.33,5466.41
542,133_3_L'AMIRAL_Bouygues,5.0,619900.0,516583.33,3884.09
543,100_5_L'AMIRAL_Bouygues,5.0,629900.0,524916.67,5233.47
544,41_1_LaLisired'Apign_Bouygues,2.0,174500.0,145416.67,3539.84
545,41_2_LaLisired'Apign_Bouygues,2.0,178500.0,148750.0,3627.16
546,41_2__1_LaLisired'Apign_Bouygues,2.0,180500.0,150416.67,3662.45
547,42_1_LaLisired'Apign_Bouygues,2.0,181500.0,151250.0,3594.34
548,42_1__1_LaLisired'Apign_Bouygues,2.0,181500.0,151250.0,3594.34
549,42_1__2_LaLisired'Apign_Bouygues,2.0,182500.0,152083.33,3591.11
550,41_2__2_LaLisired'Apign_Bouygues,2.0,184500.0,153750.0,3742.7
551,40_2_LaLisired'Apign_Bouygues,2.0,184500.0,153750.0,3761.01
552,41_2__3_LaLisired'Apign_Bouygues,2.0,184500.0,153750.0,3706.61
553,39_3_LaLisired'Apign_Bouygues,2.0,184500.0,153750.0,3881.6
554,39_3__1_LaLisired'Apign_Bouygues,2.0,186500.0,155416.67,3917.74
555,39_3__2_LaLisired'Apign_Bouygues,2.0,186500.0,155416.67,3937.59
556,42_2_LaLisired'Apign_Bouygues,2.0,187500.0,156250.0,3689.49
557,46_2_LaLisired'Apign_Bouygues,2.0,187500.0,156250.0,3394.53
558,45_1_LaLisired'Apign_Bouygues,2.0,190500.0,158750.0,3507.51
559,40_3_LaLisired'Apign_Bouygues,2.0,190500.0,158750.0,3961.82
560,43_2_LaLisired'Apign_Bouygues,2.0,191500.0,159583.33,3647.62
561,43_3_LaLisired'Apign_Bouygues,2.0,194500.0,162083.33,3698.0
562,43_3__1_LaLisired'Apign_Bouygues,2.0,194500.0,162083.33,3697.16
563,45_2_LaLisired'Apign_Bouygues,2.0,195500.0,162916.67,3599.57
564,48_3_LaLisired'Apign_Bouygues,2.0,210500.0,175416.67,3642.37
565,61_2_LaLisired'Apign_Bouygues,3.0,229500.0,191250.0,3098.17
566,61_2__1_LaLisired'Apign_Bouygues,3.0,229500.0,191250.0,3111.27
567,63_1_LaLisired'Apign_Bouygues,3.0,235500.0,196250.0,3074.09
568,59_3_LaLisired'Apign_Bouygues,3.0,235500.0,196250.0,3305.54
569,59_3__1_LaLisired'Apign_Bouygues,3.0,235500.0,196250.0,3320.64
570,69_1_LaLisired'Apign_Bouygues,3.0,239500.0,199583.33,2864.7
571,62_1_LaLisired'Apign_Bouygues,3.0,239500.0,199583.33,3169.5
572,63_2_LaLisired'Apign_Bouygues,3.0,241500.0,201250.0,3152.41
573,62_1__1_LaLisired'Apign_Bouygues,3.0,242500.0,202083.33,3210.73
574,62_1__2_LaLisired'Apign_Bouygues,3.0,245500.0,204583.33,3250.45
575,69_2_LaLisired'Apign_Bouygues,3.0,247500.0,206250.0,2960.38
576,62_2_LaLisired'Apign_Bouygues,3.0,249500.0,207916.67,3301.84
577,65_1_LaLisired'Apign_Bouygues,3.0,249500.0,207916.67,3182.07
578,62_2__1_LaLisired'Apign_Bouygues,3.0,251500.0,209583.33,3329.89
579,62_2__2_LaLisired'Apign_Bouygues,3.0,252500.0,210416.67,3343.13
580,60_3_LaLisired'Apign_Bouygues,3.0,259500.0,216250.0,3567.89
581,60_3__1_LaLisired'Apign_Bouygues,3.0,259500.0,216250.0,3569.66
582,60_3__2_LaLisired'Apign_Bouygues,3.0,259700.0,216416.67,3572.41
583,65_2_LaLisired'Apign_Bouygues,3.0,262500.0,218750.0,3347.87
584,61_3_LaLisired'Apign_Bouygues,3.0,265500.0,221250.0,3605.77
585,64_3_LaLisired'Apign_Bouygues,3.0,269500.0,224583.33,3470.08
586,83_3_LaLisired'Apign_Bouygues,4.0,305000.0,254166.67,3045.37
587,82_3_LaLisired'Apign_Bouygues,4.0,331000.0,275833.33,3351.15
588,69_1_DomaineVaujoyeux_Bouygues,3.0,218500.0,182083.33,2616.89
589,65_2_DomaineVaujoyeux_Bouygues,3.0,304000.0,253333.33,3847.71
590,71_DomaineVaujoyeux_Bouygues,3.0,339000.0,282500.0,3963.8
591,81_3_DomaineVaujoyeux_Bouygues,4.0,402000.0,335000.0,4125.62
592,62_1_ACAPELLA_Bouygues,3.0,316000.0,263333.33,4232.29
593,81_1_ACAPELLA_Bouygues,3.0,455000.0,379166.67,4669.54
594,81_2_ACAPELLA_Bouygues,3.0,463000.0,385833.33,4751.64
595,87_ACAPELLA_Bouygues,4.0,478000.0,398333.33,4554.98
596,84_1_ACAPELLA_Bouygues,3.0,486000.0,405000.0,4782.15
597,95_1_ACAPELLA_Bouygues,4.0,507000.0,422500.0,4410.69
598,100_2_ACAPELLA_Bouygues,4.0,533000.0,444166.67,4412.11
599,98_1_ACAPELLA_Bouygues,4.0,554000.0,461666.67,4710.4
600,100_3_ACAPELLA_Bouygues,4.0,561000.0,467500.0,4643.89
601,98_2_ACAPELLA_Bouygues,4.0,569000.0,474166.67,4837.94
602,103_2_ACAPELLA_Bouygues,4.0,580000.0,483333.33,4661.33
603,102_2_ACAPELLA_Bouygues,4.0,585000.0,487500.0,4779.41
604,100_4_ACAPELLA_Bouygues,4.0,589000.0,490833.33,4875.67
605,103_3_ACAPELLA_Bouygues,4.0,595000.0,495833.33,4781.88
606,102_3_ACAPELLA_Bouygues,4.0,596000.0,496666.67,4869.28
607,98_4_ACAPELLA_Bouygues,4.0,609000.0,507500.0,5178.04
608,124_6_ACAPELLA_Bouygues,5.0,828000.0,690000.0,5555.11
609,162_5_ACAPELLA_Bouygues,5.0,1071000.0,892500.0,5500.77
610,31_5_22MERMOZ_Bouygues,2.0,190000.0,158333.33,5028.05
611,40_3_22MERMOZ_Bouygues,2.0,229000.0,190833.33,4731.8
612,41_2_22MERMOZ_Bouygues,2.0,235000.0,195833.33,4744.02
613,41_2__1_22MERMOZ_Bouygues,2.0,238000.0,198333.33,4798.77
614,41_3_22MERMOZ_Bouygues,2.0,246000.0,205000.0,4979.35
615,41_4_22MERMOZ_Bouygues,2.0,250000.0,208333.33,5060.32
616,41_4__1_22MERMOZ_Bouygues,2.0,256000.0,213333.33,5145.52
617,41_5_22MERMOZ_Bouygues,2.0,260000.0,216666.67,5209.59
618,59_1_22MERMOZ_Bouygues,3.0,283000.0,235833.33,3993.11
619,68_1_22MERMOZ_Bouygues,3.0,320000.0,266666.67,3885.0
620,70_1_22MERMOZ_Bouygues,3.0,321000.0,267500.0,3796.48
621,70_2_22MERMOZ_Bouygues,3.0,323000.0,269166.67,3814.72
622,68_2_22MERMOZ_Bouygues,3.0,325000.0,270833.33,3937.68
623,68_3_22MERMOZ_Bouygues,3.0,336000.0,280000.0,4070.95
624,70_3_22MERMOZ_Bouygues,3.0,339000.0,282500.0,4005.96
625,68_4_22MERMOZ_Bouygues,3.0,345000.0,287500.0,4189.13
626,87_4_22MERMOZ_Bouygues,4.0,479000.0,399166.67,4573.93
627,93_5_22MERMOZ_Bouygues,4.0,559000.0,465833.33,4996.6
628,104_6_22MERMOZ_Bouygues,4.0,659000.0,549166.67,5244.14
629,58_2_PROMENADEDELISA_Bouygues,3.0,245000.0,204166.67,3472.81
630,61_2_PROMENADEDELISA_Bouygues,3.0,250000.0,208333.33,3402.47
631,65_2_PASSAGECSARINE_Bouygues,3.0,331000.0,275833.33,4195.18
632,64_PASSAGECSARINE_Bouygues,3.0,359000.0,299166.67,4670.1
633,64_LEFLORE_Bouygues,3.0,259900.0,216583.33,3339.76
634,65_6_LEFLORE_Bouygues,3.0,273000.0,227500.0,3475.4
635,98_3_St-GermainDupr_Bouygues,4.0,365000.0,304166.67,3089.24
636,42_2_Belvdre_Bouygues,2.0,166000.0,138333.33,3289.73
637,46_Belvdre_Bouygues,2.0,190000.0,158333.33,3423.42
638,62_1_Belvdre_Bouygues,3.0,225000.0,187500.0,3014.95
639,62_2_Belvdre_Bouygues,3.0,230000.0,191666.67,3081.95
640,61_1_Belvdre_Bouygues,3.0,235000.0,195833.33,3162.17
641,62_3_Belvdre_Bouygues,3.0,235000.0,195833.33,3151.99
642,64_Belvdre_Bouygues,3.0,245000.0,204166.67,3167.34
643,85_3_Belvdre_Bouygues,4.0,315000.0,262500.0,3068.38
644,90_5_Belvdre_Bouygues,4.0,325000.0,270833.33,2986.03
645,84_5_Belvdre_Bouygues,4.0,338000.0,281666.67,3342.83
646,104_47-Botanique_Bouygues,5.0,425000.0,354166.67,3399.89
647,103_47-Botanique_Bouygues,5.0,434000.0,361666.67,3478.57
648,102_1_47-Botanique_Bouygues,4.0,470000.0,391666.67,3818.16
649,107_1_47-Botanique_Bouygues,4.0,479000.0,399166.67,3723.57
650,107_2_47-Botanique_Bouygues,4.0,489000.0,407500.0,3801.31
651,60_EspritFaubourg_Bouygues,3.0,244900.0,204083.33,3397.43
652,57_1_EspritFaubourg_Bouygues,3.0,249900.0,208250.0,3597.96
653,57_1__1_EspritFaubourg_Bouygues,3.0,254900.0,212416.67,3665.52
654,65_EspritFaubourg_Bouygues,3.0,259900.0,216583.33,3288.54
655,57_2_EspritFaubourg_Bouygues,3.0,259900.0,216583.33,3745.82
656,57_2__1_EspritFaubourg_Bouygues,3.0,259900.0,216583.33,3737.42
657,58_2_EspritFaubourg_Bouygues,3.0,259900.0,216583.33,3716.89
658,66_EspritFaubourg_Bouygues,3.0,259900.0,216583.33,3258.85
659,63_1_EspritFaubourg_Bouygues,3.0,262900.0,219083.33,3462.67
660,64_1_EspritFaubourg_Bouygues,3.0,264900.0,220750.0,3424.6
661,65_1_EspritFaubourg_Bouygues,3.0,269900.0,224916.67,3450.7
662,80_1_EspritFaubourg_Bouygues,4.0,302900.0,252416.67,3132.5
663,80_2_EspritFaubourg_Bouygues,4.0,307900.0,256583.33,3174.36
664,80_3_EspritFaubourg_Bouygues,4.0,312900.0,260750.0,3252.46
665,82_3_EspritFaubourg_Bouygues,4.0,322900.0,269083.33,3247.84
666,85_4_EspritFaubourg_Bouygues,4.0,,,
667,88_3_EspritFaubourg_Bouygues,4.0,342900.0,285750.0,3230.64
668,83_4_EspritFaubourg_Bouygues,4.0,342900.0,285750.0,3426.67
669,101_4_EspritFaubourg_Bouygues,4.0,412900.0,344083.33,3399.36
670,110_3_EspritFaubourg_Bouygues,4.0,432900.0,360750.0,3277.76
671,60_1_LesJardinsdeVarennes_Bouygues,3.0,231000.0,192500.0,3200.86
672,61_1_LesJardinsdeVarennes_Bouygues,3.0,232000.0,193333.33,3120.29
673,60_2_LesJardinsdeVarennes_Bouygues,3.0,232500.0,193750.0,3221.65
674,61_2_LesJardinsdeVarennes_Bouygues,3.0,234000.0,195000.0,3147.19
675,63_2_LesJardinsdeVarennes_Bouygues,3.0,235000.0,195833.33,3108.47
676,63_1_LesJardinsdeVarennes_Bouygues,3.0,237500.0,197916.67,3123.19
677,63_1__1_LesJardinsdeVarennes_Bouygues,3.0,239000.0,199166.67,3124.67
678,66_2_LesJardinsdeVarennes_Bouygues,3.0,242000.0,201666.67,3028.03
679,68_1_LesJardinsdeVarennes_Bouygues,3.0,243500.0,202916.67,2951.94
680,63_2__1_LesJardinsdeVarennes_Bouygues,3.0,247000.0,205833.33,3248.12
681,68_2_LesJardinsdeVarennes_Bouygues,3.0,256000.0,213333.33,3103.48
682,80_1_LesJardinsdeVarennes_Bouygues,4.0,303500.0,252916.67,3159.88
683,81_1_LesJardinsdeVarennes_Bouygues,4.0,304000.0,253333.33,3127.57
684,80_1__1_LesJardinsdeVarennes_Bouygues,4.0,304500.0,253750.0,3171.88
685,80_2_LesJardinsdeVarennes_Bouygues,4.0,305500.0,254583.33,3180.7
686,81_2_LesJardinsdeVarennes_Bouygues,4.0,311000.0,259166.67,3199.59
