,id_lot,nb_piece,prix_tva_normale,prix_HT,prix_m2_HT
687,89_1_LesJardinsdeVarennes_Bouygues,4.0,336500.0,280416.67,3123.03
688,89_2_LesJardinsdeVarennes_Bouygues,4.0,337500.0,281250.0,3132.31
689,82_PatioKipolis_Bouygues,4.0,288000.0,240000.0,2918.64
690,85_PatioKipolis_Bouygues,4.0,302000.0,251666.67,2945.54
691,85__1_PatioKipolis_Bouygues,4.0,302000.0,251666.67,2945.54
692,82_1_PatioKipolis_Bouygues,4.0,302000.0,251666.67,3042.76
693,81_2_PatioKipolis_Bouygues,4.0,302000.0,251666.67,3094.01
694,85_1_PatioKipolis_Bouygues,4.0,312000.0,260000.0,3043.07
695,81_2__1_PatioKipolis_Bouygues,4.0,312000.0,260000.0,3196.46
696,85_1__1_PatioKipolis_Bouygues,4.0,313000.0,260833.33,3053.18
697,97_2_PatioKipolis_Bouygues,5.0,378000.0,315000.0,3234.09
698,105_3_PatioKipolis_Bouygues,5.0,407000.0,339166.67,3209.68
699,105_3__1_PatioKipolis_Bouygues,5.0,408000.0,340000.0,3217.56
700,117_3_PatioKipolis_Bouygues,5.0,453000.0,377500.0,3223.74
701,117_3__1_PatioKipolis_Bouygues,5.0,458000.0,381666.67,3260.44
702,27_1_LACLOSERIEParcdelaGloriette_Bouygues,1.0,155000.0,129166.67,4712.39
703,27_2_LACLOSERIEParcdelaGloriette_Bouygues,1.0,160000.0,133333.33,4850.25
704,42_1_LACLOSERIEParcdelaGloriette_Bouygues,2.0,194000.0,161666.67,3842.8
705,41_1_LACLOSERIEParcdelaGloriette_Bouygues,2.0,194000.0,161666.67,3934.45
706,41_1__1_LACLOSERIEParcdelaGloriette_Bouygues,2.0,194000.0,161666.67,3866.7
707,42_2_LACLOSERIEParcdelaGloriette_Bouygues,2.0,200000.0,166666.67,3960.71
708,41_2_LACLOSERIEParcdelaGloriette_Bouygues,2.0,204000.0,170000.0,4134.24
709,48_1_LACLOSERIEParcdelaGloriette_Bouygues,2.0,214000.0,178333.33,3698.33
710,62_1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,244000.0,203333.33,3255.42
711,62_2_LACLOSERIEParcdelaGloriette_Bouygues,3.0,250000.0,208333.33,3335.47
712,61_2_LACLOSERIEParcdelaGloriette_Bouygues,3.0,264000.0,220000.0,3562.18
713,65_1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,270000.0,225000.0,3434.07
714,65_2_LACLOSERIEParcdelaGloriette_Bouygues,3.0,274000.0,228333.33,3491.87
715,67_1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,280000.0,233333.33,3482.59
716,64_1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,280000.0,233333.33,3633.91
717,62_1__1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,280000.0,233333.33,3731.54
718,67_2_LACLOSERIEParcdelaGloriette_Bouygues,3.0,284000.0,236666.67,3532.34
719,64_2_LACLOSERIEParcdelaGloriette_Bouygues,3.0,284000.0,236666.67,3686.4
720,73_1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,294000.0,245000.0,3350.2
721,69_1_LACLOSERIEParcdelaGloriette_Bouygues,3.0,294000.0,245000.0,3529.75
722,73_2_LACLOSERIEParcdelaGloriette_Bouygues,3.0,300000.0,250000.0,3415.77
723,81_1_LACLOSERIEParcdelaGloriette_Bouygues,4.0,329000.0,274166.67,3362.77
724,82_1_LACLOSERIEParcdelaGloriette_Bouygues,4.0,329000.0,274166.67,3304.81
725,81_2_LACLOSERIEParcdelaGloriette_Bouygues,4.0,335000.0,279166.67,3431.67
726,88_2_LACLOSERIEParcdelaGloriette_Bouygues,4.0,359000.0,299166.67,3375.84
727,99_2_LACLOSERIEParcdelaGloriette_Bouygues,5.0,389000.0,324166.67,3268.47
728,110_1_LACLOSERIEParcdelaGloriette_Bouygues,4.0,429000.0,357500.0,3229.45
729,110_2_LACLOSERIEParcdelaGloriette_Bouygues,4.0,435000.0,362500.0,3274.62
730,60_2_LESALLEESD'OLYMPE_Bouygues,3.0,197000.0,164166.67,2694.79
731,85_LESALLEESD'OLYMPE_Bouygues,4.0,229000.0,190833.33,2239.83
732,83_LESALLEESD'OLYMPE_Bouygues,4.0,234000.0,195000.0,2327.52
733,82_LESALLEESD'OLYMPE_Bouygues,4.0,237000.0,197500.0,2386.42
734,83__1_LESALLEESD'OLYMPE_Bouygues,4.0,237000.0,197500.0,2362.16
735,85__1_LESALLEESD'OLYMPE_Bouygues,4.0,239000.0,199166.67,2332.98
736,83__2_LESALLEESD'OLYMPE_Bouygues,4.0,242000.0,201666.67,2411.7
737,82__1_LESALLEESD'OLYMPE_Bouygues,4.0,244000.0,203333.33,2456.9
738,85__2_LESALLEESD'OLYMPE_Bouygues,4.0,247000.0,205833.33,2415.32
739,22_MYCAMPUSTours_Bouygues,1.0,109000.0,90833.33,3957.88
740,22__1_MYCAMPUSTours_Bouygues,1.0,114000.0,95000.0,4143.04
741,22_1_MYCAMPUSTours_Bouygues,1.0,116000.0,96666.67,4215.73
742,23_1_MYCAMPUSTours_Bouygues,1.0,117000.0,97500.0,4166.67
743,22_1__1_MYCAMPUSTours_Bouygues,1.0,117000.0,97500.0,4252.07
744,23_1__1_MYCAMPUSTours_Bouygues,1.0,119000.0,99166.67,4248.79
745,40_1_MYCAMPUSTours_Bouygues,2.0,165000.0,137500.0,3413.6
746,64_2_PARCCHANTELOUZE_Bouygues,3.0,256500.0,213750.0,3302.18
747,123_1_PARCCHANTELOUZE_Bouygues,5.0,469000.0,390833.33,3176.47
748,122_2_PARCCHANTELOUZE_Bouygues,4.0,609000.0,507500.0,4157.79
749,120_2_PARCCHANTELOUZE_Bouygues,5.0,609000.0,507500.0,4219.32
750,142_2_PARCCHANTELOUZE_Bouygues,5.0,659000.0,549166.67,3865.74
751,61_2_Evidence_Bouygues,3.0,216999.8104265403,180833.18,2933.7
752,39_LESMOULINSBECKER2_Bouygues,2.0,191000.0,159166.67,4060.37
753,39__1_LESMOULINSBECKER2_Bouygues,2.0,196000.0,163333.33,4124.58
754,39__2_LESMOULINSBECKER2_Bouygues,2.0,201000.0,167500.0,4208.54
755,39__3_LESMOULINSBECKER2_Bouygues,2.0,205000.0,170833.33,4324.89
756,40_LESMOULINSBECKER2_Bouygues,2.0,211000.0,175833.33,4395.83
757,43_LESMOULINSBECKER2_Bouygues,2.0,212000.0,176666.67,4089.51
758,46_LESMOULINSBECKER2_Bouygues,2.0,216000.0,180000.0,3862.66
759,60_LESMOULINSBECKER2_Bouygues,3.0,262000.0,218333.33,3585.11
760,60__1_LESMOULINSBECKER2_Bouygues,3.0,262000.0,218333.33,3585.11
761,69_1_LESMOULINSBECKER2_Bouygues,3.0,267000.0,222500.0,3219.97
762,66_LESMOULINSBECKER2_Bouygues,3.0,275000.0,229166.67,3425.51
763,67_1_LESMOULINSBECKER2_Bouygues,3.0,276000.0,230000.0,3427.72
764,72_1_LESMOULINSBECKER2_Bouygues,3.0,276000.0,230000.0,3190.01
765,64_LESMOULINSBECKER2_Bouygues,3.0,284000.0,236666.67,3652.26
766,67_LESMOULINSBECKER2_Bouygues,3.0,290000.0,241666.67,3569.67
767,73_1_LESMOULINSBECKER2_Bouygues,4.0,297000.0,247500.0,3390.41
768,77_LESMOULINSBECKER2_Bouygues,4.0,309000.0,257500.0,3318.3
769,75_1_LESMOULINSBECKER2_Bouygues,4.0,311000.0,259166.67,3428.13
770,77_1_LESMOULINSBECKER2_Bouygues,4.0,316000.0,263333.33,3393.47
771,80_1_LESMOULINSBECKER2_Bouygues,4.0,322000.0,268333.33,3333.33
772,86_1_LESMOULINSBECKER2_Bouygues,4.0,326000.0,271666.67,3155.25
773,86_1__1_LESMOULINSBECKER2_Bouygues,4.0,335000.0,279166.67,3234.84
774,87_1_LESMOULINSBECKER2_Bouygues,4.0,337000.0,280833.33,3209.52
775,87_1__1_LESMOULINSBECKER2_Bouygues,4.0,345000.0,287500.0,3289.47
776,87_1__2_LESMOULINSBECKER2_Bouygues,4.0,361000.0,300833.33,3438.1
777,99_1_LESMOULINSBECKER2_Bouygues,5.0,382000.0,318333.33,3205.77
778,100_LESMOULINSBECKER2_Bouygues,5.0,393000.0,327500.0,3265.2
779,40_1_L'Inattendu2_Bouygues,2.0,180500.0,150416.67,3751.04
780,41_3_L'Inattendu2_Bouygues,2.0,192500.0,160416.67,3898.34
781,45_2_L'Inattendu2_Bouygues,2.0,198500.0,165416.67,3673.48
782,45_3_L'Inattendu2_Bouygues,2.0,199500.0,166250.0,3691.98
783,48_1_L'Inattendu2_Bouygues,2.0,209500.0,174583.33,3584.14
784,48_2_L'Inattendu2_Bouygues,2.0,210500.0,175416.67,3600.51
785,50_2_L'Inattendu2_Bouygues,2.0,210500.0,175416.67,3502.03
786,43_L'Inattendu2_Bouygues,2.0,210500.0,175416.67,4043.72
787,48_3_L'Inattendu2_Bouygues,2.0,211500.0,176250.0,3617.61
788,48_4_L'Inattendu2_Bouygues,2.0,215500.0,179583.33,3685.27
789,61_3_L'Inattendu2_Bouygues,3.0,240500.0,200416.67,3267.84
790,62_1_L'Inattendu2_Bouygues,3.0,242500.0,202083.33,3238.0
791,61_1_L'Inattendu2_Bouygues,3.0,243500.0,202916.67,3289.3
792,61_2_L'Inattendu2_Bouygues,3.0,243500.0,202916.67,3308.6
793,62_3_L'Inattendu2_Bouygues,3.0,247500.0,206250.0,3305.29
794,65_1_L'Inattendu2_Bouygues,3.0,,,
795,64_1_L'Inattendu2_Bouygues,3.0,248500.0,207083.33,3235.17
796,65_2_L'Inattendu2_Bouygues,3.0,249500.0,207916.67,3189.4
797,65_3_L'Inattendu2_Bouygues,3.0,249500.0,207916.67,3189.4
798,60_L'Inattendu2_Bouygues,3.0,252500.0,210416.67,3502.86
799,64_3_L'Inattendu2_Bouygues,3.0,252500.0,210416.67,3287.25
800,65_1__1_L'Inattendu2_Bouygues,3.0,254500.0,212083.33,3262.82
801,64_2_L'Inattendu2_Bouygues,3.0,255500.0,212916.67,3326.3
802,61_4_L'Inattendu2_Bouygues,3.0,255500.0,212916.67,3471.66
803,61_4__1_L'Inattendu2_Bouygues,3.0,255500.0,212916.67,3484.15
804,65_2__1_L'Inattendu2_Bouygues,3.0,256500.0,213750.0,3288.46
805,64_L'Inattendu2_Bouygues,3.0,258500.0,215416.67,3351.75
806,65_3__1_L'Inattendu2_Bouygues,3.0,258500.0,215416.67,3314.1
807,62_4_L'Inattendu2_Bouygues,3.0,260500.0,217083.33,3478.9
808,65_4_L'Inattendu2_Bouygues,3.0,260500.0,217083.33,3339.74
809,65_4__1_L'Inattendu2_Bouygues,3.0,262500.0,218750.0,3355.58
810,64_4_L'Inattendu2_Bouygues,3.0,263500.0,219583.33,3430.45
811,65_1__2_L'Inattendu2_Bouygues,3.0,267500.0,222916.67,3383.16
812,65_3__2_L'Inattendu2_Bouygues,3.0,270500.0,225416.67,3421.11
813,77_1_L'Inattendu2_Bouygues,4.0,299500.0,249583.33,3220.85
814,77_2_L'Inattendu2_Bouygues,4.0,302500.0,252083.33,3253.11
815,77_3_L'Inattendu2_Bouygues,4.0,305500.0,254583.33,3285.37
816,81_L'Inattendu2_Bouygues,4.0,318500.0,265416.67,3257.05
817,84_L'Inattendu2_Bouygues,4.0,319500.0,266250.0,3161.74
818,45_ECKO_Bouygues,2.0,181000.0,150833.33,3305.57
819,38_3_ECKO_Bouygues,2.0,182000.0,151666.67,3890.88
820,38_ECKO_Bouygues,2.0,186000.0,155000.0,4007.24
821,46_3_ECKO_Bouygues,2.0,192000.0,160000.0,3472.98
822,44_3_ECKO_Bouygues,2.0,212000.0,176666.67,4006.05
823,59_1_ECKO_Bouygues,3.0,234000.0,195000.0,3278.96
824,58_ECKO_Bouygues,3.0,240000.0,200000.0,3412.97
825,59_ECKO_Bouygues,3.0,240000.0,200000.0,3363.04
826,59_2_ECKO_Bouygues,3.0,240000.0,200000.0,3363.04
827,60_1_ECKO_Bouygues,3.0,248000.0,206666.67,3422.2
828,59_3_ECKO_Bouygues,3.0,252000.0,210000.0,3531.19
829,61_3_ECKO_Bouygues,3.0,255000.0,212500.0,3460.35
830,60_1__1_ECKO_Bouygues,3.0,266000.0,221666.67,3656.06
831,60_2_ECKO_Bouygues,3.0,271000.0,225833.33,3724.78
832,60_ECKO_Bouygues,3.0,275000.0,229166.67,3779.76
833,79_2_ECKO_Bouygues,4.0,,,
834,80_2_ECKO_Bouygues,4.0,286000.0,238333.33,2978.79
835,77_2_ECKO_Bouygues,4.0,287000.0,239166.67,3085.62
836,80_3_ECKO_Bouygues,4.0,291000.0,242500.0,3030.87
837,79_3_ECKO_Bouygues,4.0,292000.0,243333.33,3051.97
838,77_2__1_ECKO_Bouygues,4.0,292000.0,243333.33,3139.38
839,83_1_ECKO_Bouygues,4.0,307000.0,255833.33,3074.55
840,83_2_ECKO_Bouygues,4.0,314000.0,261666.67,3144.65
841,83_3_ECKO_Bouygues,4.0,321000.0,267500.0,3218.24
842,98_4_ECKO_Bouygues,5.0,367000.0,305833.33,3100.81
843,90_ECKO_Bouygues,5.0,369000.0,307500.0,3386.94
844,101_4_ECKO_Bouygues,5.0,384000.0,320000.0,3164.56
845,32_1_ILL'O_Bouygues,1.0,139000.0,115833.33,3536.9
846,42_1_ILL'O_Bouygues,2.0,166000.37914691944,138333.65,3249.56
847,41_2_ILL'O_Bouygues,2.0,173499.52606635072,144582.94,3526.41
848,41_3_ILL'O_Bouygues,2.0,173499.52606635072,144582.94,3526.41
849,43_1_ILL'O_Bouygues,2.0,179000.1895734597,149166.82,3463.36
850,41_4_ILL'O_Bouygues,2.0,179000.1895734597,149166.82,3638.22
851,43_2_ILL'O_Bouygues,2.0,183000.5687203792,152500.47,3540.76
852,41_5_ILL'O_Bouygues,2.0,183000.5687203792,152500.47,3719.52
853,43_3_ILL'O_Bouygues,2.0,186999.8104265403,155833.18,3618.14
854,43_4_ILL'O_Bouygues,2.0,192000.0,160000.0,3714.88
855,43_1__1_ILL'O_Bouygues,2.0,173000.0,144166.67,3299.76
856,43_5_ILL'O_Bouygues,2.0,197000.1895734597,164166.82,3811.63
857,45_1_ILL'O_Bouygues,2.0,198000.0,165000.0,3647.21
858,60_0_ILL'O_Bouygues,3.0,216000.0,180000.0,2992.02
859,42_1__1_ILL'O_Bouygues,2.0,197000.0,164166.67,3824.05
860,65_1_ILL'O_Bouygues,3.0,226000.37914691944,188333.65,2891.66
861,65_2_ILL'O_Bouygues,3.0,232000.37914691944,193333.65,2968.43
862,65_3_ILL'O_Bouygues,3.0,234000.0,195000.0,2994.01
863,66_1_ILL'O_Bouygues,3.0,234999.8104265403,195833.18,2944.42
864,65_4_ILL'O_Bouygues,3.0,238000.3791469194,198333.65,3045.2
865,66_2_ILL'O_Bouygues,3.0,240999.8104265403,200833.18,3019.59
866,66_3_ILL'O_Bouygues,3.0,241999.62085308056,201666.35,3027.57
867,67_5_ILL'O_Bouygues,3.0,243000.56872037915,202500.47,3000.01
868,67_4_ILL'O_Bouygues,3.0,244000.3791469194,203333.65,2999.91
869,65_5_ILL'O_Bouygues,3.0,245000.1895734597,204166.82,3134.76
870,71_2_ILL'O_Bouygues,3.0,247999.6208530806,206666.35,2876.76
871,66_3__1_ILL'O_Bouygues,3.0,247999.6208530806,206666.35,3107.3
872,66_4_ILL'O_Bouygues,3.0,253999.6208530806,211666.35,3182.47
873,66_5_ILL'O_Bouygues,3.0,261000.56872037915,217500.47,3273.64
874,83_3_ILL'O_Bouygues,4.0,268000.3791469194,223333.65,2669.54
875,83_4_ILL'O_Bouygues,4.0,275000.18957345973,229166.82,2739.26
876,83_5_ILL'O_Bouygues,4.0,282000.0,235000.0,2808.99
877,85_6_ILL'O_Bouygues,4.0,304000.3791469194,253333.65,2966.44
878,91_6_ILL'O_Bouygues,4.0,305000.18957345973,254166.82,2764.49
879,92_6_ILL'O_Bouygues,4.0,315000.56872037915,262500.47,2846.77
880,21_2_LesAllesGutenberg_Bouygues,1.0,123000.0,102500.0,4857.82
881,21_1_LesAllesGutenberg_Bouygues,1.0,125000.0,104166.67,4867.6
882,21_3_LesAllesGutenberg_Bouygues,1.0,126000.0,105000.0,4976.3
883,21_2__1_LesAllesGutenberg_Bouygues,1.0,131000.0,109166.67,5101.25
884,43_1_LesAllesGutenberg_Bouygues,2.0,203000.1895734597,169166.82,3897.85
885,44_1_LesAllesGutenberg_Bouygues,2.0,205999.62085308056,171666.35,3883.85
886,43_2_LesAllesGutenberg_Bouygues,2.0,208000.37914691944,173333.65,4003.09
887,45_1_LesAllesGutenberg_Bouygues,2.0,209000.1895734597,174166.82,3844.74
888,44_1__1_LesAllesGutenberg_Bouygues,2.0,210500.47393364928,175417.06,3959.75
889,45_2_LesAllesGutenberg_Bouygues,2.0,221000.1895734597,184166.82,4065.49
890,40_1_LesAllesGutenberg_Bouygues,2.0,201000.0,167500.0,4125.62
891,40_2_LesAllesGutenberg_Bouygues,2.0,206000.0,171666.67,4228.24
892,40_3_LesAllesGutenberg_Bouygues,2.0,212000.0,176666.67,4351.4
893,60_2_LesAllesGutenberg_Bouygues,3.0,243499.90521327013,202916.59,3370.71
894,43_3_LesAllesGutenberg_Bouygues,2.0,215000.0,179166.67,4128.26
895,44_2_LesAllesGutenberg_Bouygues,2.0,218000.0,181666.67,4100.83
896,60_3_LesAllesGutenberg_Bouygues,3.0,250499.71563981043,208749.76,3467.6
897,58_1_LesAllesGutenberg_Bouygues,3.0,251499.5260663507,209582.94,3607.28
898,58_2_LesAllesGutenberg_Bouygues,3.0,251499.5260663507,209582.94,3607.28
899,44_3_LesAllesGutenberg_Bouygues,2.0,224000.0,186666.67,4213.69
900,45_3_LesAllesGutenberg_Bouygues,2.0,227000.0,189166.67,4175.86
901,58_1__1_LesAllesGutenberg_Bouygues,3.0,258500.4739336493,215417.06,3714.09
902,58_2__1_LesAllesGutenberg_Bouygues,3.0,258500.4739336493,215417.06,3714.09
903,58_3_LesAllesGutenberg_Bouygues,3.0,258500.4739336493,215417.06,3707.69
904,45_1__1_LesAllesGutenberg_Bouygues,2.0,228000.0,190000.0,4166.67
905,45_2__1_LesAllesGutenberg_Bouygues,2.0,228000.0,190000.0,4166.67
906,58_4_LesAllesGutenberg_Bouygues,3.0,263499.5260663507,219582.94,3779.4
907,58_3__1_LesAllesGutenberg_Bouygues,3.0,264500.4739336493,220417.06,3800.29
908,45_1__2_LesAllesGutenberg_Bouygues,2.0,235000.0,195833.33,4275.84
909,45_2__2_LesAllesGutenberg_Bouygues,2.0,235000.0,195833.33,4275.84
910,45_3__1_LesAllesGutenberg_Bouygues,2.0,235000.0,195833.33,4294.59
911,58_4__1_LesAllesGutenberg_Bouygues,3.0,270500.4739336493,225417.06,3886.5
912,45_3__2_LesAllesGutenberg_Bouygues,2.0,241000.0,200833.33,4385.01
913,45_4_LesAllesGutenberg_Bouygues,2.0,241000.0,200833.33,4404.24
914,67_1_LesAllesGutenberg_Bouygues,3.0,276999.81042654027,230833.18,3440.14
915,67_2_LesAllesGutenberg_Bouygues,3.0,276999.81042654027,230833.18,3440.14
916,45_4__1_LesAllesGutenberg_Bouygues,2.0,248000.0,206666.67,4512.37
917,67_3_LesAllesGutenberg_Bouygues,3.0,283999.6208530806,236666.35,3527.07
918,67_4_LesAllesGutenberg_Bouygues,3.0,292000.3791469194,243333.65,3626.43
919,73_5_LesAllesGutenberg_Bouygues,4.0,295999.6208530806,246666.35,3356.0
920,73_6_LesAllesGutenberg_Bouygues,4.0,304000.3791469194,253333.65,3446.72
921,58_5_LesAllesGutenberg_Bouygues,3.0,271500.0,226250.0,3894.15
922,58_5__1_LesAllesGutenberg_Bouygues,3.0,278500.0,232083.33,4001.44
923,58_6_LesAllesGutenberg_Bouygues,3.0,278500.0,232083.33,3994.55
924,84_5_LesAllesGutenberg_Bouygues,4.0,322000.37914691947,268333.65,3190.65
925,58_6__1_LesAllesGutenberg_Bouygues,3.0,286500.0,238750.0,4116.38
926,84_6_LesAllesGutenberg_Bouygues,4.0,330999.81042654027,275833.18,3279.82
927,82_7_LesAllesGutenberg_Bouygues,4.0,357500.0,297916.67,3606.74
928,96_7_LesAllesGutenberg_Bouygues,5.0,436500.0,363750.0,3769.43
929,40_2_LESMOULINSBECKER_Bouygues,2.0,204000.0,170000.0,4176.9
930,40_3_LESMOULINSBECKER_Bouygues,2.0,209000.0,174166.67,4279.28
931,52_6_LESMOULINSBECKER_Bouygues,2.0,215000.0,179166.67,3445.51
932,60_1_LESMOULINSBECKER_Bouygues,3.0,249000.0,207500.0,3429.75
933,60_1__1_LESMOULINSBECKER_Bouygues,3.0,255000.0,212500.0,3518.21
934,60_2_LESMOULINSBECKER_Bouygues,3.0,255000.0,212500.0,3512.4
935,61_1_LESMOULINSBECKER_Bouygues,3.0,258000.0,215000.0,3518.82
936,60_2__1_LESMOULINSBECKER_Bouygues,3.0,261000.0,217500.0,3600.99
937,60_3_LESMOULINSBECKER_Bouygues,3.0,261000.0,217500.0,3589.11
938,60_3__1_LESMOULINSBECKER_Bouygues,3.0,267000.0,222500.0,3677.69
939,62_1_LESMOULINSBECKER_Bouygues,3.0,272000.0,226666.67,3620.87
940,63_4_LESMOULINSBECKER_Bouygues,3.0,289000.0,240833.33,3774.82
941,74_2_LESMOULINSBECKER_Bouygues,4.0,303000.0,252500.0,3371.16
942,74_3_LESMOULINSBECKER_Bouygues,4.0,310000.0,258333.33,3458.28
943,74_4_LESMOULINSBECKER_Bouygues,4.0,318000.0,265000.0,3542.78
944,76_LESMOULINSBECKER_Bouygues,4.0,322000.0,268333.33,3521.43
945,84_2_LESMOULINSBECKER_Bouygues,4.0,323000.0,269166.67,3189.18
946,74_5_LESMOULINSBECKER_Bouygues,4.0,325000.0,270833.33,3620.77
947,86_1_LESMOULINSBECKER_Bouygues,4.0,327000.0,272500.0,3164.92
948,84_3_LESMOULINSBECKER_Bouygues,4.0,331000.0,275833.33,3268.17
949,74_1_LESMOULINSBECKER_Bouygues,4.0,338000.0,281666.67,3765.6
950,82_LESMOULINSBECKER_Bouygues,4.0,341000.0,284166.67,3461.23
951,84_5_LESMOULINSBECKER_Bouygues,4.0,346000.0,288333.33,3416.27
952,81_LESMOULINSBECKER_Bouygues,4.0,354000.0,295000.0,3619.63
953,83_LESMOULINSBECKER_Bouygues,4.0,354000.0,295000.0,3541.42
954,84_4_LESMOULINSBECKER_Bouygues,4.0,354000.0,295000.0,3495.26
955,86_2_LESMOULINSBECKER_Bouygues,4.0,359000.0,299166.67,3458.57
956,36_4_L'INATTENDU_Bouygues,2.0,196500.0,163750.0,4441.28
957,41_1_L'INATTENDU_Bouygues,2.0,196500.0,163750.0,3946.73
958,41_4_L'INATTENDU_Bouygues,2.0,197500.0,164583.33,3981.21
959,62_2_L'INATTENDU_Bouygues,3.0,256500.0,213750.0,3422.19
960,63_3_L'INATTENDU_Bouygues,3.0,262500.0,218750.0,3450.86
961,63_4_L'INATTENDU_Bouygues,3.0,265500.0,221250.0,3490.3
962,83_2_L'INATTENDU_Bouygues,4.0,296500.0,247083.33,2954.13
963,84_L'INATTENDU_Bouygues,4.0,316500.0,263750.0,3106.23
964,86_HOTELDESPOSTES_Bouygues,2.0,675000.0,562500.0,6536.9
965,102_HOTELDESPOSTES_Bouygues,4.0,859000.0,715833.33,7000.13
966,121_3_HOTELDESPOSTES_Bouygues,4.0,985000.0,820833.33,6771.99
967,154_HOTELDESPOSTES_Bouygues,5.0,1179000.0,982500.0,6345.67
968,160_3_HOTELDESPOSTES_Bouygues,5.0,1179000.0,982500.0,6137.94
969,60_2_LECARREDESMUSES_Bouygues,3.0,231000.0,192500.0,3205.66
970,60_1_LECARREDESMUSES_Bouygues,3.0,236500.0,197083.33,3281.99
971,61_2_LECARREDESMUSES_Bouygues,3.0,245000.0,204166.67,3313.32
972,24_2_L'OPERA_Bouygues,1.0,184000.0,153333.33,6187.79
973,57_1_L'OPERA_Bouygues,3.0,379000.0,315833.33,5477.51
974,59_2_L'OPERA_Bouygues,3.0,389000.0,324166.67,5410.89
975,85_1_L'OPERA_Bouygues,4.0,418000.0,348333.33,4068.36
976,82_ECOTOPIA_Bouygues,4.0,221000.0,184166.67,2240.47
977,91_ECOTOPIA_Bouygues,4.0,285000.0,237500.0,2598.47
978,91__1_ECOTOPIA_Bouygues,4.0,285000.0,237500.0,2598.47
979,42_ALFRED&JULES_Bouygues,2.0,144000.0,120000.0,2795.25
980,56_1_ALFRED&JULES_Bouygues,3.0,152000.0,126666.67,2249.85
981,45_1_ALFRED&JULES_Bouygues,2.0,152000.0,126666.67,2805.46
982,45_2_ALFRED&JULES_Bouygues,2.0,156000.0,130000.0,2844.02
983,63_ALFRED&JULES_Bouygues,3.0,182000.0,151666.67,2372.02
984,58_1_ALFRED&JULES_Bouygues,3.0,182000.0,151666.67,2595.7
985,64_1_ALFRED&JULES_Bouygues,3.0,188000.0,156666.67,2441.43
986,61_1_ALFRED&JULES_Bouygues,3.0,188000.0,156666.67,2533.83
987,64_1__1_ALFRED&JULES_Bouygues,3.0,192000.0,160000.0,2475.25
988,64_2_ALFRED&JULES_Bouygues,3.0,201000.0,167500.0,2590.07
989,74_1_ALFRED&JULES_Bouygues,4.0,204000.0,170000.0,2290.18
990,72_1_ALFRED&JULES_Bouygues,4.0,206000.0,171666.67,2377.65
991,74_2_ALFRED&JULES_Bouygues,4.0,221000.0,184166.67,2481.7
992,73_2_ALFRED&JULES_Bouygues,4.0,221000.0,184166.67,2489.08
993,84_2_ALFRED&JULES_Bouygues,4.0,231000.0,192500.0,2275.68
994,85_2_ALFRED&JULES_Bouygues,4.0,234000.0,195000.0,2275.91
995,81_2_ALFRED&JULES_Bouygues,4.0,244000.0,203333.33,2496.73
996,89_ALFRED&JULES_Bouygues,4.0,255000.0,212500.0,2387.1
997,84_ALFRED&JULES_Bouygues,4.0,263000.0,219166.67,2586.95
998,40_BeZen_Bouygues,2.0,168500.0,140416.67,3500.79
999,39_BeZen_Bouygues,2.0,173500.0,144583.33,3644.65
1000,39__1_BeZen_Bouygues,2.0,177500.0,147916.67,3706.26
1001,40_1_BeZen_Bouygues,2.0,180000.0,150000.0,3708.28
1002,40_2_BeZen_Bouygues,2.0,185000.0,154166.67,3811.29
1003,60_1_BeZen_Bouygues,3.0,213000.0,177500.0,2948.02
1004,61_BeZen_Bouygues,3.0,215000.0,179166.67,2919.45
1005,60_2_BeZen_Bouygues,3.0,218000.0,181666.67,3017.22
1006,62_1_BeZen_Bouygues,3.0,219000.0,182500.0,2898.67
1007,61_1_BeZen_Bouygues,3.0,219000.0,182500.0,2949.73
1008,60_1__1_BeZen_Bouygues,3.0,221000.0,184166.67,3060.26
1009,68_LACORDERIE_Bouygues,3.0,259000.0,215833.33,3148.09
1010,62_2_LESRIVAGES_Bouygues,3.0,228000.0,190000.0,3027.41
1011,62_1_LESRIVAGES_Bouygues,3.0,234000.0,195000.0,3107.07
1012,83_1_LESRIVAGES_Bouygues,4.0,288000.0,240000.0,2867.73
1013,83_2_LESRIVAGES_Bouygues,4.0,295000.0,245833.33,2937.43
1014,40_1_CtWillage_Bouygues,2.0,159000.56872037915,132500.47,3280.53
1015,67_1_CtWillage_Bouygues,3.0,204999.8104265403,170833.18,2519.29
1016,64_2_CtWillage_Bouygues,3.0,210000.0,175000.0,2723.31
1017,62_0_CtWillage_Bouygues,3.0,216999.8104265403,180833.18,2874.47
1018,79_1_CtWillage_Bouygues,4.0,219499.90521327013,182916.59,2311.01
1019,79_2_CtWillage_Bouygues,4.0,227000.1895734597,189166.82,2389.98
1020,86_0_CtWillage_Bouygues,4.0,241999.62085308056,201666.35,2342.78
1021,102_1_CtWillage_Bouygues,5.0,268000.3791469194,223333.65,2182.27
